scientificName,commonName
"Calamus pennatula Guichenot, 1868",Spectacled Caiman
Doryrhamphus excisus excisus,Bluestripe pipefish
"Oreaster reticulatus (Linnaeus, 1758)",Cushion Star
"Sargocentron melanospilos (Bleeker, 1858)",Blackspot squirrelfish
"Cyprinus carpio Linnaeus, 1758",Common Carp
"Eledone cirrhosa (Lamarck, 1798)",Curled Octopus
"Pseudobalistes flavimarginatus (Rüppell, 1829)",Giant Triggerfish
"Lutjanus apodus (Walbaum, 1792)",Mutton snapper
"Heptranchias perlo (Bonnaterre, 1788)",7-gilled shark
"Chromis scotti Emery, 1968",Purple chromis
"Amphiprion chrysopterus Cuvier, 1830",Orange-fin anemonefish
"Balistes capriscus Gmelin, 1789",Triggerfish
"Echinus esculentus Linnaeus, 1758",Common Urchin
incertae sedis,Uncertain position
"Sectator ocyurus (Jordan & Gilbert, 1882)",Bluestriped chub
"Polyodon spathula (Walbaum, 1792)",Paddlefish
"Heniochus intermedius Steindachner, 1893",Red Sea bannerfish
"Odonus niger (Rüppell, 1836)",Blue triggerfish
"Maja squinado (Herbst, 1788)",Common Spider Crab
"Chromis cyanea (Poey, 1860)",Blue Chromis
"Amblyeleotris diagonalis Polunin & Lubbock, 1979",Diagonal Shrimp Goby
"Cheilinus fasciatus (Bloch, 1791)",Banded maori wrasse
"Labroides dimidiatus (Valenciennes, 1839)",Bluestreak cleaner wrasse
"Gymnothorax polyuranodon (Bleeker, 1854)",Freshwater Moray
"Chaetopterus variopedatus (Renier, 1804)",Parchment Worm
"Stegastes partitus (Poey, 1868)",Bicolor Damselfish
"Priolepis cincta (Regan, 1908)",Banded reef goby
"Rhinecanthus assasi (Forsskål, 1775)",Picasso triggerfish
"Thalassoma rueppellii (Klunzinger, 1871)",Klunzinger's wrasse
"Pomacanthus sexstriatus (Cuvier, 1831)",Butterflyfish
"Lagodon rhomboides (Linnaeus, 1766)",Pinfish
"Arothron nigropunctatus (Bloch & Schneider, 1801)",Black spotted puffer
"Pempheris adusta Bleeker, 1877",Dusky sweeper
"Heteroconger hassi (Klausewitz & Eibl-Eibesfeldt, 1959)",Spotted garden eel
"Scorpaena maderensis Valenciennes, 1833",Madeira rockfish
Tylosurus crocodilus crocodilus,Hound Needlefish
"Cancer borealis Stimpson, 1859",Jonah Crab
"Synanceia verrucosa Bloch & Schneider, 1801",Stonefish
"Ctenogobiops feroculus Lubbock & Polunin, 1977",Sandy Shrimpgoby
"Diploria clivosa (Ellis & Solander, 1786)",Knobby brain coral
"Chaetodon ocellatus Bloch, 1787",Common Butterflyfish
"Zebrasoma scopas (Cuvier, 1829)",Brown tang
"Chrysiptera parasema (Fowler, 1918)",Goldtail demoiselle
"Ircinia felix (Duchassaing & Michelotti, 1864)",Stinker Sponge
"Sphyraena viridensis Cuvier, 1829",Mediterranean barracuda
"Taenioides cirratus (Blyth, 1860)",Bearded eel goby
Pomacanthidae,Angelfishes
"Labrus merula Linnaeus, 1758",Brown wrasse
"Mussa angulosa (Pallas, 1766)",Spiny Flower Coral
"Pseudochromis fridmani Klausewitz, 1968",Orchid dottyback
"Gymnothorax undulatus (Lacepède, 1803)",Common moray eel
"Lophodiodon calori (Bianconi, 1854)",Four-bar porcupinefish
"Paralichthys dentatus (Linnaeus, 1766)",Summer Flounder
"Holothuria parvula (Selenka, 1867)",Golden Sea Cucumber
"Sparisoma chrysopterum (Bloch & Schneider, 1801)",Blue parrotfish
"Gymnothorax flavimarginatus (Rüppell, 1830)",Green moray eel
"Thelenota anax Clark, 1921",Orange sea cucumber
"Sebastes miniatus (Jordan & Gilbert, 1880)",Vermilion rockfish
"Urobatis jamaicensis (Cuvier, 1816)",Round stingray
"Paracaesio caerulea (Katayama, 1934)",Blue fusilier
"Scorpaena loppei Cadenat, 1943",Cadenat's rockfish
"Sargocentron vexillarium (Poey, 1860)",Dusky Squirrelfish
"Scarus collana Rüppell, 1835",Greenband parrotfish
"Scyllarides aequinoctialis (Lund, 1793)",Spanish slipper lobster
"Lutjanus Bloch, 1790",Common Snapper
"Balistoides conspicillum (Bloch & Schneider, 1801)",Clown triggerfish
"Scorpaena elongata Cadenat, 1943",Scorpaena elongata is commonly known as the Scorpaenid.
"Lutjanus fulvus (Forster, 1801)",Blacktail Snapper
Sepiola atlantica d,Atlantic Bobtail Squid
"Stegastes diencaeus (Jordan & Rutter, 1897)",Honey damselfish
"Plectorhinchus chaetodonoides Lacepède, 1801",Clown sweetlips
"Bodianus axillaris (Bennett, 1832)",Axil hogfish
"Trygonoptera testacea Müller & Henle, 1841",Common stingaree
"Chromodoris reticulata (Pease, 1860)",Reticulate Chromodoris
"Centropyge argi Woods & Kanazawa, 1951",Cherubfish
"Myrichthys breviceps (Richardson, 1848)",Sharptail eel
"Pseudochromis flavivertex Rüppell, 1835",Sunrise dottyback
"Hypsypops rubicundus (Girard, 1854)",Garibaldi
"Gymnothorax minor (Temminck & Schlegel, 1846)",Lesser moray
"Stenella longirostris (Gray, 1828)",Spinner Dolphin
"Chromodoris magnifica (Quoy & Gaimard, 1832)",Magnificent Chromodoris
"Siganus doliatus Guérin-Méneville, 1829-38",Barred rabbitfish
"Manta Bancroft, 1829",Manta Ray
"Chromis dimidiata (Klunzinger, 1871)",Bicolor damselfish
"Chromodoris geometrica Risbec, 1928",Geometric chromodoris
"Aequorea victoria (Murbach & Shearer, 1902)",Crystal jelly
"Abalistes stellatus (Anonymous, 1798)",Starry triggerfish
"Holacanthus tricolor (Bloch, 1795)",Three-spot angelfish
"Plectropomus leopardus (Lacepède, 1802)",Coral grouper
"Epinephelus fasciatus (Forsskål, 1775)",Banded grouper
"Pseudupeneus prayensis (Cuvier, 1829)",Goatfish
"Dascyllus trimaculatus (Rüppell, 1829)",Domino Damselfish
"Tubipora musica Linnaeus, 1758",Organ-pipe coral
"Cyanea lamarckii Péron & Lesueur, 1810",Blue Jellyfish
"Cociella punctata (Cuvier, 1829)",Spotted flathead
"Tridacna squamosa Lamarck, 1819",fluted giant clam
"Carcharhinus sorrah (Müller & Henle, 1839)",Blacktip shark
"Tripterygion delaisi Cadenat & Blache, 1970",Black-faced Blenny
"Carcharhinus galapagensis (Snodgrass & Heller, 1905)",Galapagos Shark
"Bathyraja richardsoni (Garrick, 1961)",Richardson's skate
"Sebastes diploproa (Gilbert, 1890)",Splitnose rockfish
"Platycephalus caeruleopunctatus McCulloch, 1922",Blue-spotted flathead
"Megalops atlanticus Valenciennes, 1847",Atlantic tarpon
"Hippocampus reidi Ginsburg, 1933",Longsnout Seahorse
"Balistes vetula Linnaeus, 1758",Queen Triggerfish
"Hydrophis cyanocinctus Daudin, 1803",Annulated Sea Snake
"Hippocampus kelloggi Jordan & Snyder, 1901",Great seahorse
"Amblygaster leiogaster (Valenciennes, 1847)",Sardine
"Pomacanthus asfur (Forsskål, 1775)",Arabian angelfish
"Carcharhinus albimarginatus (Rüppell, 1837)",Blacktip reef shark
"Centropristis striata (Linnaeus, 1758)",Black Sea Bass
"Lepidochelys olivacea (Eschscholtz, 1829)",Olive Ridley Turtle
"Pycnopodia helianthoides (Brandt, 1835)",Sunflower Star
"Pisaster giganteus (Stimpson, 1857)",Giant sea star
"Antennarius coccineus (Lesson, 1831)",Scarlet frogfish
"Selar crumenophthalmus (Bloch, 1793)",Bigeye scad
"Scomberoides commersonnianus Lacepède, 1801",Giant queenfish
"Rhinobatos obtusatus (Costa, 1864)",Sandy rays
"Henricia leviuscula (Stimpson, 1857)",Pacific blood star
Zostera marina L.,Eelgrass
"Octopus cyanea Gray, 1849",Day octopus
"Pisaster ochraceus (Brandt, 1835)",Ochre sea star
"Sphyraena jello Cuvier, 1829",Banded Barracuda
"Sparisoma aurofrenatum (Valenciennes, 1840)",Redband parrotfish
"Lactoria fornasini (Bianconi, 1846)",Boxfish
"Labroides phthirophagus Randall, 1958",Cleaner wrasse
"Sphyrna lewini (Griffith & Smith, 1834)",Scalloped hammerhead shark
"Panulirus marginatus (Quoy & Gaimard, 1825)",Banded Spiny Lobster
"Bothus pantherinus (Rüppell, 1830)",Panther flounder
"Hapalochlaena maculosa (Hoyle, 1883)",Blue-ringed octopus
"Doryrhamphus janssi (Herald & Randall, 1972)",Cleaner pipefish
"Scorpaenopsis barbata (Rüppell, 1838)",Bearded scorpionfish
"Odontodactylus scyllarus (Linnaeus, 1758)",Peacock mantis shrimp
"Rhinecanthus aculeatus (Linnaeus, 1758)",Picasso triggerfish
"Alectis ciliaris (Bloch, 1787)",African Pompano
"Mullus surmuletus Linnaeus, 1758",Red mullet
"Xenocarcinus tuberculatus White, 1847",Turtle crab
"Maiazoon orsaki Newman & Cannon, 1996",Orsako
"Cassis cornuta (Linnaeus, 1758)",Horned helmet
"Anemonia sulcata (Pennant, 1777)",Snakelocks anemone
"Corythoichthys amplexus Dawson & Randall, 1975",Brown-banded pipefish
"Epinephelus fuscoguttatus (Forsskål, 1775)",Brown-marbled grouper
"Diademichthys lineatus (Sauvage, 1883)",Urchin clingfish
"Scomberoides tala (Cuvier, 1832)",Barred queenfish
"Acropora cervicornis (Lamarck, 1816)",Staghorn coral
"Hypselodoris maculosa (Pease, 1871)",Double-banded Split-tooth Dorid
"Acropora palmata (Lamarck, 1816)",Elkhorn coral
"Sphoeroides nephelus (Goode & Bean, 1882)",Southern Puffer
"Aeoliscus strigatus (Günther, 1861)",Coral shrimpfish
"Xanthichthys ringens (Linnaeus, 1758)",Sargassum Triggerfish
"Scyllarus posteli Forest, 1963",Spiny Lobster
"Flabellina rubrolineata (O'Donoghue, 1929)",Red-lined Nudibranch
"Rhinecanthus rectangulus (Bloch & Schneider, 1801)",Triggerfish
"Siganus guttatus (Bloch, 1787)",Blue-spotted spinefoot
"Tursiops truncatus (Montagu, 1821)",Bottlenose Dolphin
"Parupeneus indicus (Shaw, 1803)",Goatfish
"Arothron stellatus (Bloch & Schneider, 1801)",Star Pufferfish
"Antennarius multiocellatus (Valenciennes, 1837)",Longlure Frogfish
"Myliobatis tenuicaudatus Hector, 1877",Eagle ray
"Luidia clathrata (Say, 1825)",Lined sea star
"Spinachia spinachia (Linnaeus, 1758)",Fifteen-spined stickleback
"Panulirus penicillatus (Olivier, 1791)",Pronghorn Spiny Lobster
"Thunnus tonggol (Bleeker, 1851)",Longtail tuna
"Naso brevirostris (Cuvier, 1829)",Brown unicornfish
"Narcine brasiliensis (Olfers, 1831)",Lesser electric ray
"Sargocentron tiere (Cuvier, 1829)",Blue-lined squirrelfish
"Naso lituratus (Forster, 1801)",Unicornfish
"Acanthurus olivaceus Bloch & Schneider, 1801",Olive surgeonfish
"Boops boops (Linnaeus, 1758)",Bogue
"Platax orbicularis (Forsskål, 1775)",Batfish
"Amphiprion perideraion Bleeker, 1855",Pink anemonefish
"Panulirus guttatus (Latreille, 1804)",Spotted Spiny Lobster
"Carcharhinus limbatus (Müller & Henle, 1839)",Blacktip shark
"Seriola dumerili (Risso, 1810)",Amberjack
"Anthias anthias (Linnaeus, 1758)",Mediterranean anthias
"Pasiphaea multidentata Esmark, 1866",Pink Glass Shrimp
"Ophioderma longicaudum (Bruzelius, 1805)",Smooth brittle-star
"Chirolophis ascanii (Walbaum, 1792)",Atlantic warbonnet
"Kaupichthys hyoproroides (Strömman, 1896)",False moray
"Cancer Linnaeus, 1758",Crab
"Paramuricea clavata (Risso, 1827)",Chameleon sea fan
"Sphyraena flavicauda Rüppell, 1838",Yellowtail barracuda
"Chaetodon auriga Forsskål, 1775",Threadfin Butterflyfish
"Cinetorhynchus reticulatus Okuno, 1997",Reticulated hingebeak
"Tridacna crocea Lamarck, 1819",Crocus clam
"Synodus lacertinus Gilbert, 1890",Calico lizardfish
"Crossaster papposus (Linnaeus, 1767)",Common Sunstar
"Pyroteuthis margaritifera (Rüppell, 1844)",Jewel enope squid
"Abudefduf sexfasciatus (Lacepède, 1801)",Six-striped damselfish
"Scorpaenodes scaber (Ramsay & Ogilby, 1886)",Pygmy Scorpionfish
"Acanthurus coeruleus Bloch & Schneider, 1801",Blue Tang
"Papilloculiceps longiceps (Cuvier, 1829)",Tentacled flathead
"Cetoscarus bicolor (Rüppell, 1829)",Bicolor parrotfish
"Carcharhinus longimanus (Poey, 1861)",Longfin mako shark
"Octopus bimaculatus A.E.Verrill, 1883",California two-spot octopus
"Chaetodon quadrimaculatus Gray, 1831",Fourspot butterflyfish
"Phidiana lynceus Bergh, 1867",Lynx Nudibranch
"Zoarces viviparus (Linnaeus, 1758)",Eelpout
"Serranus cabrilla (Linnaeus, 1758)",Comber
"Apristurus canutus Springer & Heemstra, 1979",Hoary catshark
"Ameiurus nebulosus (Lesueur, 1819)",Brown Bullhead
"Chaetodon humeralis Günther, 1860",Threebanded butterflyfish
"Sander vitreus (Mitchill, 1818)",Walleye
"Chlopsis apterus (Beebe & Tee-Van, 1938)",False moray
Sepia aculeata Van Hasselt,Needle Cuttlefish
"Assessor macneilli Whitley, 1935",Blue assessor
"Bryaninops yongei (Davis & Cohen, 1969)",Whip coral goby
"Trisopterus luscus (Linnaeus, 1758)",Pouting
"Sciaena umbra Linnaeus, 1758",Brown meagre
"Caranx crysos (Mitchill, 1815)",Blue Runner
"Etmopterus hillianus (Poey, 1861)",Blackbelly Dogfish
"Anampses lineatus Randall, 1972",Lined wrasse
"Labrus viridis Linnaeus, 1758",Green wrasse
"Cratena peregrina (Gmelin, 1791)",Sea Butterfly
"Alopias vulpinus (Bonnaterre, 1788)",Thresher Shark
"Cyclopterus lumpus Linnaeus, 1758",Lumpfish
"Randallia ornata (Randall, 1840)",Globose sand crab
"Epiactis ritteri Torrey, 1902",Sandy anemone
"Equetus punctatus (Bloch & Schneider, 1801)",Spotted drum
"Triakis semifasciata Girard, 1855",Leopard shark
"Scorpaena cardinalis Solander & Richardson, 1842",Cardinal scorpionfish
"Anthopleura sola Pearse & Francis, 2000",Sun anemone
"Heterodontus mexicanus Taylor & Castro-Aguirre, 1972",Mexican horn shark
"Plectorhinchus orientalis (Bloch, 1793)",Oriental sweetlips
"Epinephelus malabaricus (Bloch & Schneider, 1801)",Brown-spotted grouper
"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Dumbo octopus
"Pisaster brevispinus (Stimpson, 1857)",Pink starfish
"Pachygrapsus crassipes Randall, 1840",Striped shore crab
"Sepioteuthis lessoniana Ferussac, 1831,1830",Bigfin Reef Squid
"Haliotis cracherodii Leach, 1814",Black Abalone
"Eudistylia polymorpha (Johnson, 1901)",Feather-duster worm
"Sebastes atrovirens (Jordan & Gilbert, 1880)",Kelp rockfish
"Panulirus interruptus (J.W.Randall, 1840)",California spiny lobster
"Zalophus californianus (Lesson, 1828)",California Sea Lion
"Micropterus punctulatus (Rafinesque, 1819)",Spotted Bass
"Protanthea simplex Carlgren, 1891",Sealoch Anemone
"Heterodontus francisci (Girard, 1855)",Horn shark
"Holothuria mexicana Ludwig, 1875",Donkey Dung Sea Cucumber
"Epibulus insidiator (Pallas, 1770)",Sleeper goby
"Oxymonacanthus longirostris (Bloch & Schneider, 1801)",Harlequin filefish
"Ammodytes tobianus Linnaeus, 1758",Sand eel
"Sphyraena qenie Klunzinger, 1870",Blackfin barracuda
"Pomacanthus semicirculatus (Cuvier, 1831)",Blue angelfish
"Palaemon serratus (Pennant, 1777)",Common Prawn
"Anas acuta Linnaeus, 1758",Northern Pintail
"Semicossyphus pulcher (Ayres, 1854)",California sheephead
"Carcharhinus leucas (Müller & Henle, 1839)",Bull shark
"Bispira volutacornis (Montagu, 1804)",Twin Fan Worm
"Rhinogobiops nicholsii (Bean, 1882)",Blackeye goby
"Cucumaria miniata (Brandt, 1835)",Orange sea cucumber
"Acanthaster planci (Linnaeus, 1758)",Crown of thorns starfish
"Galeus antillensis Springer, 1979",Antilles Catshark
"Carangoides malabaricus (Bloch & Schneider, 1801)",Amberjack
"Eunicella cavolini (Koch, 1887)",Yellow gorgonian
"Tinca tinca (Linnaeus, 1758)",Tench
"Leptanthura boweni Poore, 1981",Bowen's amphipod
"Cephalopholis leopardus (Lacepède, 1801)",Leopard grouper
"Halichondria panicea (Pallas, 1766)",Breadcrumb Sponge
Pectinidae,Scallop
"Lutjanus purpureus (Poey, 1866)",Caribbean Red Snapper
"Asterias rubens Linnaeus, 1758",Common Starfish
"Oncorhynchus mykiss (Walbaum, 1792)",Rainbow Trout
"Keratoisis flexibilis (Pourtalès, 1868)",Flexible Keratosis
"Asterias amurensis Lutken, 1871",Japanese seastar
"Corynactis viridis Allman, 1846",Jewel Anemone
"Acanthacaris caeca (A.Milne-Edwards, 1881)",Blind deep-sea lobster
Cetacea,Whale
"Scorpaenopsis diabolus (Cuvier, 1829)",Devil scorpionfish
"Labrus mixtus Linnaeus, 1758",Cuckoo wrasse
"Sepiella ornata (Rang, 1837)",Ornate cuttlefish
"Pagurus longicarpus Say, 1817",Long-armed Hermit Crab
"Opsanus beta (Goode & Bean, 1880)",Gulf Toadfish
"Dibranchus atlanticus Peters, 1876",Atlantic Batfish
"Ostracion nasus Bloch, 1785",Shortnose boxfish
"Pelecanus occidentalis Linnaeus, 1766",Brown Pelican
"Solenostomus paradoxus (Pallas, 1770)",Harlequin ghost pipefish
"Sphyraena forsteri Cuvier, 1829",Barracuda
"Aeolidia papillosa (Linnaeus, 1761)",Grey Sea Slug
"Scorpaenopsis brevifrons Eschmeyer & Randall, 1975",Shortnose scorpionfish
"Janolus cristatus (Delle Chiaje, 1841)",Crested aeolis
"Chromodoris splendida (Angas, 1864)",Bubbles Sea Slug
"Solenostomus cyanopterus Bleeker, 1854",Robust ghost pipefish
"Taurulus bubalis (Euphrasen, 1786)",Bullhead
"Platybelone argalus (Lesueur, 1821)",Keeltail needlefish
"Loligo vulgaris Lamarck, 1798",Common Squid
"Atelecyclus rotundatus (Olivi, 1792)",Circular Crab
"Acropora pulchra (Brook, 1891)",Beautiful staghorn coral
"Bothus lunatus (Linnaeus, 1758)",Peacock Flounder
"Acropora loripes (Brook, 1892)",Bluetip coral
"Pelagia noctiluca (Forsskål, 1775)",Mauve Stinger
"Carcharhinus amblyrhynchos (Bleeker, 1856)",Blacktip reef shark
"Comactinia echinoptera (Müller, 1840)",Sea lily
"Synodus ulae Schultz, 1953",Hawaiian lizardfish
"Parascorpaena aurita (Rüppell, 1838)",Golden scorpionfish
"Lachnolaimus maximus (Walbaum, 1792)",Hogfish
"Antennarius maculatus (Desjardins, 1840)",Warty frogfish
"Chrysiptera hemicyanea (Weber, 1913)",Azure damselfish
"Heniochus singularius Smith & Radcliffe, 1911",Singular bannerfish
"Hippocampus hippocampus (Linnaeus, 1758)",Seahorse
"Gymnothorax richardsonii (Bleeker, 1852)",Richardson's Moray
"Synchiropus splendidus (Herre, 1927)",Mandarinfish
"Macropodia tenuirostris (Leach, 1814)",Slender Spider Crab
"Pterocaesio lativittata Carpenter, 1987",Wide-band fusilier
"Cirrhilabrus laboutei Randall & Lubbock, 1982",Laboute's wrasse
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Plate Coral
"Trichechus manatus Linnaeus, 1758",Manatee
"Rhithropanopeus harrisii (Gould, 1841)",Harris mud crab
"Siganus trispilos Woodland & Allen, 1977",Threeblotched rabbitfish
"Clepticus parrae (Bloch & Schneider, 1801)",Creole Wrasse
"Dromia personata (Linnaeus, 1758)",Common sponge crab
"Siganus virgatus (Valenciennes, 1835)",Barhead spinefoot
"Acanthemblemaria maria Böhlke, 1961",Secretary Blenny
"Psammechinus miliaris (P.L.S.Müller, 1771)",Green Sea Urchin
"Actinauge richardi (Marion, 1906)",Sea anemone
"Crangon crangon (Linnaeus, 1758)",Brown Shrimp
"Rudarius ercodes Jordan & Fowler, 1902",Whitespotted pygmy filefish
"Halichoeres vrolikii (Bleeker, 1855)",Rainbow wrasse
"Diadumene cincta Stephenson, 1925",Sea Anemone
"Gymnura altavela (Linnaeus, 1758)",Butterfly ray
"Chilomycterus atringa (Linnaeus, 1758)",Spotted burrfish
"Heniochus varius (Cuvier, 1829)",Horned bannerfish
"Balistapus undulatus (Park, 1797)",Undulated triggerfish
"Pandalopsis dispar M.J.Rathbun, 1902",Sidestripe shrimp
"Limanda limanda (Linnaeus, 1758)",Common dab
"Scorpaena plumieri Bloch, 1789",Barbfish
"Chaetodon octofasciatus Bloch, 1787",Eight-banded butterflyfish
"Farfantepenaeus aztecus (Ives, 1891)",Brown Shrimp
"Gobius niger Linnaeus, 1758",Black Goby
"Iciligorgia schrammi Duchassaing, 1870",Black Sea fan
"Syngnathus rostellatus Nilsson, 1855",Lesser pipefish
"Seriola lalandi Valenciennes, 1833",Amberjack
"Sepiella ocellata Pfeffer, 1884",Polka Dot Octopus
"Bothus leopardinus (Günther, 1862)",Pacific Leopard Flounder
"Echiichthys vipera (Cuvier, 1829)",Lesser weever
"Stichopathes lutkeni Brook, 1889",Black sea whip
"Elysia viridis (Montagu, 1804)",Green elysia
"Heteroconger digueti (Pellegrin, 1923)",Cortez garden eel
"Batillipes acaudatus Pollock, 1971",Water bear
"Pomacentrus coelestis Jordan & Starks, 1901",Neon Damselfish
"Premnas biaculeatus (Bloch, 1790)",Maroon clownfish
"Antennarius commerson (Latreille, 1804)",Commerson's frogfish
"Pomacentrus philippinus Evermann & Seale, 1907",Philippine damsel
"Inimicus filamentosus (Cuvier, 1829)",Devil scorpionfish
"Caranx latus Agassiz, 1831",Black jack
"Diodon liturosus Shaw, 1804",Black-blotched porcupinefish
"Chromis viridis (Cuvier, 1830)",Blue green chromis
"Orconectes limosus (Rafinesque, 1817)",Spiny-cheek crayfish
"Pomacentrus moluccensis Bleeker, 1853",Lemon damselfish
"Scorpaena porcus Linnaeus, 1758",Black Scorpionfish
"Scorpaenopsis vittapinna Randall & Eschmeyer, 2001",Bandfin scorpionfish
"Paraplesiops bleekeri (Günther, 1861)",Blue devilfish
"Galathea squamifera Leach, 1814",Black squat lobster
"Buccinum undatum Linnaeus, 1758",Common Whelk
Emydidae,Turtles
"Flabellina gracilis (Alder & Hancock, 1844)",Slender seaslug
"Linckia laevigata (Linnaeus, 1758)",Azure sea star
"Echinarachnius parma (Lamarck, 1816)",Common Sand Dollar
"Chiloscyllium plagiosum (Anonymous & Bennett, 1830)",Brownbanded bambooshark
"Girella elevata Macleay, 1881",Black bream
"Favia albidus Veron, 2000",White brain coral
"Enoplosus armatus (White, 1790)",Old Wife
"Thalassoma lunare (Linnaeus, 1758)",Crescent wrasse
"Favia stelligera (Dana, 1846)",Knob coral
"Aulopus purpurissatus Richardson, 1843",Sergeant baker
"Arothron mappa (Lesson, 1831)",Map puffer
"Gnatholepis cauerensis (Bleeker, 1853)",Bridled goby
"Pholis gunnellus (Linnaeus, 1758)",Butterfish
"Hexanchus nakamurai Teng, 1962",Bigeye Sixgill Shark
"Chromodoris lochi Rudman, 1982",Pyjama Rainbow Dorid
"Carcharhinus brevipinna (Müller & Henle, 1839)",Blacktip shark
